"variable_id","mz","rt","mzmin","mzmax","rtmin","rtmax","ms2_files_id","ms2_spectrum_id","Compound.name","CAS.ID","HMDB.ID","KEGG.ID","Lab.ID","Adduct","mz.error","mz.match.score","RT.error","RT.match.score","CE","SS","Total.score","Database","Level","logFC","AveExpr","t","P.Value","adj.P.Val","B","control1","control2","control3","MethiocarbB1","MethiocarbB2","MethiocarbB3","Significance"
"M261T142_POS",261.144336046816,141.727279663086,261.144210942401,261.144372712172,137.652877807617,144.170013427734,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz261.1443563rt140.268","Ile-Glu","42516-53-0",NA,NA,"NO02467","(M+H)+",0.359249999917211,0.999713239873679,NA,NA,"10",0.706686175181028,0.816571324440772,"NIST_0.0.1",2,-0.2363715018778,6.71561189533033,-2.50342268448274,0.0426376927049029,0.224543388166658,-3.95236390219267,10247458.5341899,4746817.79334481,6521901.08158406,3636852.75191848,4489458.12618608,3796284.83612892,"Down"
"M261T243_POS",261.130836453413,243.36408996582,261.130686711251,261.130915296651,239.493209838867,243.435195922852,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz261.13086833rt237.601","Diaveridine",NA,"HMDB0251144",NA,"HMDB0251144_3_shen","(M+H)+",9.39360250001187,0.821939594057859,NA,NA,"15",0.711514951546372,0.75292419248818,"HMDB_2022-04-11",2,-0.239782867133888,8.27886131186072,-2.74002717235771,0.030521072737141,0.198301301964942,-3.62108666506299,210779400.919165,365149701.510254,204154576.792372,170875235.722013,129909064.9425,135079999.816066,"Down"
"M262T64_POS",262.164720378424,64.4483394622803,262.164627693414,262.164993736645,63.8303031921387,66.1099,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz262.16488496rt65.8155","(2R)-3-Hydroxyisovaleroylcarnitine","99159-87-2",NA,NA,"NO02517","(M+H)+",0.0375999999846499,0.999996858316049,NA,NA,"20",0.692901365183134,0.808062175107977,"NIST_0.0.1",2,0.187227371972136,6.92293341348115,2.69846412688703,0.0323542786220854,0.203037147978298,-3.67910092627774,8216584.51245445,6971760.27912049,5369395.69456905,9385340.86003478,10815518.9861538,11044444.68116,"Up"
"M263T253_POS",263.139174741338,252.595596313477,263.138965265526,263.140864013489,251.148483276367,254.555,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz263.1391rt254.991","Pro-Phe","13589-02-1",NA,NA,"NO02524","(M+H)+",0.249999999937245,0.999861120755796,NA,NA,"15",0.664810616844113,0.790454555810994,"NIST_0.0.1",2,0.339646470729768,6.86381721723092,2.74323191086162,0.030384346505065,0.19808118065628,-3.61661775599879,2598421.49406279,5996891.22195421,7750793.64206586,10672129.2816143,10186961.1685335,11604478.5332854,"Up"
"M263T593_POS",263.236563536651,592.749420166016,263.236519662845,263.236739788089,588.753540039062,595.34,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz263.23655984rt581.421","Linoleic acid","60-33-3","HMDB0000673","C01595","HMDB0000673_13_shen","(M+H-H2O)+",0.926069999991341,0.998096024543311,NA,NA,"75",0.598145094734436,0.748126693412764,"HMDB_2022-04-11",2,-0.556186473141249,6.93051506874849,-6.14532941371539,0.000581652251528912,0.0762096494573078,0.305848962513926,14790483.0503377,18023561.1707545,15849003.1975713,6771056.63117412,3965262.21772797,3375492.4307938,"Down"
"M265T279_POS",265.154843631815,279.184020996094,265.154646280752,265.154963759664,276.374908447266,281.275115966797,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz265.15378266rt263.891","Phe-Val","3918-90-9",NA,NA,"NO02565","(M+H)+",2.29335000000219,0.988380359518515,NA,NA,"10",0.657959586021732,0.781867376083025,"NIST_0.0.1",2,0.245894963766049,6.71684607902904,3.00445694308017,0.0211568900354207,0.174764051792309,-3.25501682275766,2766381.08865672,4756658.35807196,4597077.49163498,6962978.51694744,6194850.41375541,7665752.68000178,"Up"
"M265T685_1_POS",265.252199867306,685.309478759766,265.252174551384,265.252255181705,682.986,688.58251953125,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz265.25215248rt675.516","Palmitoleic acid ethyl ester","56219-10-4",NA,NA,"NO03102","(M+H-H2O)+",1.11879999991515,0.997222279602467,NA,NA,"25",0.707187766791749,0.815950709095768,"NIST_0.0.1",2,-0.385449185596592,8.48283520031187,-6.71069645612951,0.000348736451108079,0.0761289243880523,0.786112226863565,425205505.530354,503770827.422159,496417960.133472,211818348.749887,187982839.331645,186315951.788338,"Down"
"M267T243_POS",267.133647820108,243.489227294922,267.133159121797,267.133851556772,242.224060058594,244.477493286133,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz267.13413764rt243.395","Thr-Phe","16875-27-7",NA,NA,"NO02607","(M+H)+",0.344099999978198,0.999736912813538,NA,NA,"40",0.644006700600209,0.777405530180207,"NIST_0.0.1",2,0.259416353992438,7.27680503028901,2.71918809102355,0.0314261275316022,0.200802989732479,-3.65016148741258,9526880.03318544,20576999.9120485,14091518.9087249,25792170.7347122,22128790.2729922,29046516.3966401,"Up"
"M268T108_POS",268.104018195325,107.510154724121,268.103895533667,268.104131396829,104.674,110.027084350586,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz268.10409542rt94.227","Adenosine","58-61-7","HMDB0000050","C00212","EQ330404","(M+H)+",0.113550000122586,0.999971347960416,NA,NA,"60 (nominal)",0.740465876452564,0.837780428268009,"MassBank_2022-04-27",2,-0.539597266152491,7.47518699390596,-4.10106496736107,0.00513488223362835,0.106858311191601,-1.83125357516287,109887625.260524,45822495.858049,34113741.3407349,15924556.4125479,18060874.1807329,14366764.4602119,"Down"
"M270T622_2_POS",270.315145881188,622.259453369141,270.315065362549,270.315220248409,618.968566894531,629.45263671875,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz270.31528408rt617.64","Octadecylamine","124-30-1","HMDB0029586",NA,"HMDB0029586_18_shen","(M+H)+",0.665432499857843,0.999016483054885,NA,NA,"Unknown_7",0.501503317945841,0.688070754861733,"HMDB_2022-04-11",2,0.244492956883656,8.20032580328996,3.90352598748578,0.00653942587142358,0.115723183738227,-2.07411031260494,145268082.206578,111273431.393263,106090449.773673,219002774.578351,210236683.091009,201631663.022647,"Up"
"M279T590_POS",279.231247069752,589.516,279.23124099842,279.231273346458,587.5029296875,590.671020507812,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz279.23125405rt601.415","12,13-Dihydroxy-9Z-octadecenoic acid","263399-35-5",NA,NA,"NO04027","(M+H-2H2O)+",1.36487500000726,0.995868815217361,NA,NA,"40",0.665025903998891,0.789091995705818,"NIST_0.0.1",2,-0.253651774591326,6.85119069370304,-3.33620378257585,0.0135319162231091,0.147297917338205,-2.80608576227719,8410711.38971613,10621022.8340551,9617244.77887242,7107616.21036375,4426503.64901771,4734887.05034052,"Down"
"M279T712_1_POS",279.158706708273,711.939880371094,279.15868152256,279.158769914618,708.920593261719,713.553405761719,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz279.15847496rt701.826","Dibutyl phthalate","84-74-2","HMDB0033244","C14214","HMDB0033244_40_shen","(M+H)+",1.58557999995423,0.994428768446322,NA,NA,"Unknown_13",0.731905739628042,0.830351875434897,"HMDB_2022-04-11",2,-0.210510862347142,7.80260044075021,-2.56837603116354,0.0388783602794794,0.217155916152449,-3.86122426704094,95233560.5379658,78550517.6352502,70734052.8655237,36746503.050945,52011139.2635672,64672946.1992446,"Down"
"M280T575_POS",280.262932216071,574.962280273438,280.262840664455,280.263040490537,571.220520019531,577.7099609375,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz280.26297705rt572.014","Muscone","541-91-3",NA,NA,"NO02067","(M+CH3CN+H)+",1.30737500001032,0.996208916835007,NA,NA,"35",0.590653774847992,0.742736953093122,"NIST_0.0.1",2,-0.510530414454956,7.33487383819833,-2.99762700846152,0.021355784768016,0.175100510484442,-3.26439258889695,30426220.5992173,49036566.6178259,39504727.6340541,13422735.857068,25051510.1853086,5154077.41423833,"Down"
"M282T685_3_POS",282.278650779433,684.931610107422,282.278580939197,282.278714959427,682.961486816406,688.58251953125,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz282.27872235rt676.759","Oleamide","301-02-0","HMDB02117","C19670","NO03048","(M+H)+",1.19412499998361,0.996836271800638,NA,NA,"25",0.747249116694297,0.840844299859175,"NIST_0.0.1",2,-0.589964546027382,9.79620755317681,-6.50655751416952,0.000417844810371606,0.0761289243880523,0.617628505527285,12934026226.2251,12684367070.1082,11443712535.5675,4339077323.60991,3502488414.78105,2098465065.35971,"Down"
"M283T260_POS",283.175304653737,260.206954956055,283.175170570254,283.175420429378,259.371704101562,261.216217041016,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz283.17520111rt261.276","Hexaethylene glycol","2615-15-8",NA,NA,"NO03079","(M+H)+",0.00277500006973241,0.999999982887499,NA,NA,"25",0.687403024438547,0.804626883856904,"NIST_0.0.1",2,-0.326234822335256,7.72470789216785,-3.82780798684087,0.00718575705852509,0.118064963390845,-2.16889934752666,72405951.2092133,110976963.690188,57341468.1503903,39886986.1545004,34370195.9341963,35298659.4750369,"Down"
"M284T62_POS",284.098597735312,61.8274478912354,284.098525725232,284.098670337809,61.7962799072266,61.9117,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz284.09871694rt65.5145","Guanosine","118-00-3","HMDB00133","C00387","NO03129","(M+H)+",0.707650000038029,0.998887800014371,NA,NA,"25",0.658375418045179,0.786067561283626,"NIST_0.0.1",2,0.27500429736715,7.46196067270188,4.61319417141141,0.00281921263389593,0.0918624255831451,-1.23209266323567,19240330.8766092,23674703.5540379,20648023.5124773,39723834.8113363,36078112.0787442,43862511.341996,"Up"
"M284T736_POS",284.294098941192,736.250030517578,284.293826851109,284.294314249166,732.929809570312,736.633544921875,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz284.29445865rt706.32","(2R,3R)-2-Aminooctadecane-1,3-diol",NA,"HMDB0242634",NA,"HMDB0242634_shen","(M+H-H2O)+",0.802124999808029,0.998571233847801,NA,NA,"35",0.510462670888887,0.69350338199848,"HMDB_2022-04-11",2,0.208435501818416,7.43999636781901,2.54209836627691,0.0403558222808886,0.220451610866082,-3.89808531981378,20267528.0271599,19232872.2178533,26091011.8647083,45452880.0651594,26112242.7382597,36160695.5020762,"Up"
"M285T650_POS",285.220937421617,649.550537109375,285.220814687445,285.221016479846,649.014,655.675720214844,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz285.22059051rt661.055","Lynestrenol","52-76-6",NA,NA,"NO03190","(M+H)+",1.77372499990724,0.993033048354187,NA,NA,"25",0.538665654852085,0.709053427415373,"NIST_0.0.1",2,-0.203382561854704,7.52841718537378,-3.36580864267642,0.0130126274666875,0.144902355073031,-2.76670556875775,38282584.3833186,47182239.710136,43007638.6104068,25349610.521682,24787187.1875156,30337457.1381731,"Down"
"M286T349_POS",286.201224013515,348.863494873047,286.201098054134,286.201441283883,347.234771728516,350.553161621094,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz286.20129084rt351.217","2-Octenoylcarnitine",NA,"HMDB0013324",NA,"HMDB0013324_3_shen","(M+H)+",0.043782499972167,0.999995740215064,NA,NA,"20",0.709172951165324,0.818231497058976,"HMDB_2022-04-11",2,-0.206053353034303,6.49848269424394,-3.01945052233549,0.0207271727470555,0.172785034013567,-3.23445134402429,5116237.17360879,3339716.81968334,3731365.567462,2549341.76176564,2496010.08053906,2413757.6200105,"Down"
"M289T292_POS",289.115970336519,291.708,289.115924688942,289.116070334594,290.488677978516,292.869781494141,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz289.11595397rt292.968","(R)-Myclobutanil",NA,"HMDB0243541","C18477","HMDB0243541_2_shen","(M+H)+",13.800752499975,0.654917402344018,NA,NA,"8",0.558688566860812,0.594774380167014,"HMDB_2022-04-11",2,-0.369952884719871,6.14798811527177,-4.60467916231387,0.00284656007707871,0.0918624255831451,-1.24169365273396,1671704.07325424,2582890.36758325,2310086.80556751,829094.290085225,794908.633374442,1175205.67704137,"Down"
"M294T260_POS",294.179141816994,260.337,294.165026751729,294.1812304769,241.212814331055,272.702301025391,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz294.17925223rt262.789","Benzamide, 4-(dimethylamino)-N-[6-(hydroxyamino)-6-oxohexyl]-","193551-00-7",NA,NA,"NO03420","(M+H)+",4.86942500003806,0.948672369686669,NA,NA,"5",0.509577968732864,0.674238369090541,"NIST_0.0.1",2,0.510738264952093,6.31421510761614,4.99825733128062,0.00184169561550834,0.0879169525187216,-0.810545527675576,1091030.43602307,1090378.33995167,1262187.40903641,4662353.56932033,4916358.19499163,2231022.74580967,"Up"
"M295T246_POS",295.128133707519,245.581008911133,295.127756096567,295.128233977066,244.436004638672,246.701,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz295.12892262rt274.662","Aspartame","22839-47-0","HMDB0001894","C11045","EA277012","(M+H)+",0.0565500000959673,0.999992893575227,NA,NA,"75 % (nominal)",0.504433527389695,0.69026828970927,"MassBank_2022-04-27",2,0.196895073673287,6.60405820474121,2.92772942463216,0.0235099567163056,0.181224156266996,-3.3606104826486,2872594.75169662,3781900.9026104,3025850.7052409,5156362.09552071,4262374.56706523,5828035.73081786,"Up"
"M301T266_2_POS",301.119366571861,266.252136230469,301.119209149681,301.119531039962,265.261901855469,267.739501953125,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz301.11950699rt268.44","Xylure",NA,NA,NA,"BML82357","(M+H)+",4.85252499998978,0.94901880576428,NA,NA,"Unknown_1",0.603978404031025,0.733368554680995,"MassBank_2022-04-27",2,0.429612247007636,6.70543431514237,4.75554361652627,0.00240275824170515,0.0895194351744323,-1.07338648143617,2343930.88717149,4114397.37735804,3073502.27165655,7032087.92286389,7382880.69607399,11102254.3663347,"Up"
"M302T520_POS",302.304954581242,520.398864746094,302.304847093071,302.305062312962,512.089965820312,525.823791503906,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz302.30508672rt513.584","2,2'-(Tetradecylimino)diethanol",NA,NA,NA,"LU100201","(M+H)+",0.783199999858653,0.998637812532351,NA,NA,"15",0.592828843004648,0.745007206577537,"MassBank_2022-04-27",2,-0.331372052690079,7.61939493251449,-3.73261911320249,0.00809967775033824,0.121687633845181,-2.28937548354515,55294961.7364608,65910918.1454922,62172732.238463,35964852.0171254,33836743.3538355,18873823.2439855,"Down"
"M302T588_POS",302.30497893094,587.943725585938,302.304897924951,302.314888297828,572.387145996094,594.648681640625,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz302.30484925rt582.84","D-erythro-Sphinganine","764-22-7","HMDB00269","C00836","NO03649","(M+H)+",1.37687499986328,0.995796006591268,NA,NA,"30",0.781664065909014,0.861963543664859,"NIST_0.0.1",2,-1.27961195765499,7.04922568728222,-2.65037102445607,0.0346211070677847,0.208744640521814,-3.74634682522635,48412696.035553,52411741.5423288,45994631.00378,44016966.4606711,678439.668385047,566405.919362373,"Down"
"M303T201_POS",303.166274031999,201.141006469727,303.166007606038,303.166477949633,193.441223144531,203.946319580078,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz303.16624107rt193.529","L-Leucyl-L-leucine methyl ester","13022-42-9",NA,NA,"NO02428","(M-H+2Na)+",1.60267500007194,0.994308332252105,NA,NA,"25",0.607659890087701,0.752653055899352,"NIST_0.0.1",2,0.311428546501334,6.76057225087699,4.58659160717258,0.0029056361008959,0.0918624255831451,-1.2621284398074,3428089.97295502,4952216.73381064,3843457.45249482,7443045.56173288,8077669.75039232,9328735.97097117,"Up"
"M303T634_POS",303.231486231756,634.143,303.231421498054,303.23162945763,633.005981445312,638.560546875,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz303.23168035rt659.744","20-Hydroxyarachidonic acid","79551-86-3","HMDB05998","C14748","NO04184","(M+H-H2O)+",0.299124999969536,0.999801184731694,NA,NA,"25",0.683732561983887,0.802258295514314,"NIST_0.0.1",2,0.327512509355887,7.17323914679307,3.26130696550256,0.0149484915486984,0.152438448091364,-2.90624228747939,10050065.5754812,13408828.2341333,7922987.18209568,30073230.4146344,22782034.1670312,14969718.1593427,"Up"
"M313T686_1_POS",313.27340768124,685.917022705078,313.27335300382,313.273450232298,684.868713378906,689.557373046875,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz313.27357488rt668.397","MG(0:0/16:0/0:0)",NA,"HMDB0011533",NA,"HMDB0011533_8_shen","(M+H-H2O)+",0.33705999996414,0.999747566436546,NA,NA,"13",0.763022791472239,0.851794582083855,"HMDB_2022-04-11",2,0.320520922236176,8.93694110878904,4.47595292513401,0.00329806257232643,0.0960876729571733,-1.38832239954142,555904658.61361,718725128.07575,535154030.356498,1131584375.27702,1109566716.63664,1558706500.85104,"Up"
"M317T683_POS",317.246542927825,682.590026855469,317.245957776322,317.246562790874,680.957946777344,683.298950195312,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz317.24733726rt696.04","5.beta.-Pregnane-3.alpha.,17-diol-20-one","570-52-5",NA,NA,"NO04429","(M+H-H2O)+",0.406850000018721,0.999632230038368,NA,NA,"40",0.577348117864556,0.735704659929736,"NIST_0.0.1",2,0.20984289665724,6.69076114857589,3.17334982527617,0.0168195959581536,0.158507111869187,-3.02479381862847,3096813.65492471,4245534.89740058,4351826.90068078,5937986.80273203,5999644.32844381,6843575.41431681,"Up"
"M318T558_POS",318.23992239665,557.82666015625,318.23974757397,318.240148680288,553.651977539062,559.895812988281,"control1.mzXML;control2.mzXML;control3.mzXML;MethiocarbB1.mzXML;MethiocarbB2.mzXML;MethiocarbB3.mzXML","mz318.23984542rt574.282","Drofenine",NA,NA,NA,"CO000151","(M+H)+",7.33644999996841,0.88726837760823,NA,NA,"10 eV",0.681634182773994,0.758747005836832,"MassBank_2022-04-27",2,-0.351400783579316,7.03509164174922,-3.08226124644134,0.0190259416614179,0.166493447964449,-3.14855987914378,13599545.7970264,17252607.5004522,18280873.9693097,12503642.4811268,6346959.27958825,4770583.37690329,"Down"
